19;1;;South Park Elementary cafeteria, night. Emergency All School meeting. Students and their parents file into the cafeteria and find seats. Mr. Mackey approaches the mic
19;1;Mr. Mackey;"Alright parents and students, please take your seats. [A gleeful Randy crumples a sheet of paper into a ball and throws it at him as Sharon looks on. The crumpled up paper strikes Mr. Mackey, who tries to deflect it and gets annoyed] Okay, okay. Now as you know, There was an incident at the school last week involving a student referring to rape as a ""hot Cosby,"" okay? [everyone laughs. Cartman looks around, smiling] Listen, listen! Principal Victoria has been fired!"
19;1;Various adults;What? Fired?
19;1;Cartman;Sweet dude!
19;1;Mr. Mackey;And a new person has been appointed to try and make South Park Elementary a more... progressive place that... fits in with today's times. Heh ukay? So please welcome... PC Principal. [a burly man holding a sports bottle walks through the cafeteria. He sports a goatee, a hint of a mustache, and Oakley sunglasses. He swallows the last of the drink and throws the bottle off to one side]
19;1;PC Principal;"Alright, listen up. My name is PC Principal. I don't know about you, but frankly I'm sick and tired of how minority groups are marginalized in today's society. I'm here because this place is lost in a time warp! Students who still use the word ""retarded""! A teacher who said women without wombs should get an AIDS test!"
19;1;Mr. Garrison;Oh, I was a [takes his right wrist and flips it forward] lesbian then.
19;1;PC Principal;"A chef ""person of color"" who the children had sing soul songs and who the children drove to kill himself!"
19;1;Butters;No, he got brainwashed by a cult.
19;1;PC Principal;[aims his left index finger at Butters] And that's two days' detention for you, young man! We'll see you at 4!
19;1;Butters;What??
19;1;PC Principal;Let me ask you this. We're in Colorado, right?! Where are the Hispanic kids?! Huh?! Where are the ethnic and racial minorities?!
19;1;Mr. Mackey;"Well, we have Tolkien; he's black."
19;1;PC Principal;[aims his left index finger at Mr. Mackey] And that's two days' detention for you, Mackey! Congratulations!
19;1;Mr. Mackey;Wha- I got detention?
19;1;PC Principal;I Googled South Park before I came here, and I cannot believe the shit you're getting away with! People claiming to be advocates of transgender rights, but really just wanting to use the women's bathroom! [Sharon and Stan look at Randy] A white man who thinks he's Chinese and built a wall to keep out Mongolians.
19;1;Tuong Lu Kim;Ohhhh I hate-a Mongorians!
19;1;PC Principal;What the fuck is this?! Are you fucking kidding me?! I'm telling you all, this is done! Like it or not, PC is back, and it's bigger than ever! Weoo-weoo-weoo You hear that?! That's the sound of 2015 pulling you over, people! Suck it! [holds his right arm out and lets the mic drop to the floor from his hand]
19;1;;South Park Elementary, day. Kids walk here and there in the hall. Stan, Kyle, and Kenny walk together
19;1;Stan;[looking around] Man, I guess things are going to be different around here.
19;1;Kyle;You know what? I think it's good. Let's face it: this is long overdue.
19;1;Butters;"[runs up to the other three] Did you guys hear? Cartman got four days' detention, for calling Heidi Turner ""clitty litter""!"
19;1;Kenny;(Really?)
19;1;Butters;But the thing is, Eric isn't even fightin' it. It's like he's all sad and scared.
19;1;Kyle;Good! He should be sad and scared! These things do matter and I already feel better to be at a school where we can start to have a dialogue and talk about this stuff.
19;1;Mr. Mackey;[over the P.A. system] Will uh, Kyle Broflovski report to the principal's office immediately? Uhkay? Kyle Broflovski. [Kyle walks off] Did I, did I say that all right?
19;1;;The principal's office, some time later. Gerald opens the office door and steps in
19;1;Gerald;Uhm, hi, I'm Gerald, Kyle Broflovski's father.
19;1;PC Principal;Have a seat. I've been talking with your child, and we're gonna be giving him two weeks' detention.
19;1;Gerald;[to Kyle, in a hushed voice] Wull, what's this about, Kyle?
19;1;PC Principal;Your son said some things to a fourth-grade girl that frankly make me wanna puke! Now that I'm principal, I'm not gonna allow [pounds the desk with his left fist] anyone at this school to be made feel unsafe and harassed!
19;1;Gerald;Wh-wh-what did he say?
19;1;PC Principal;"[takes off his sunglasses] You'll have to excuse my language. [picks up a report and clears his throat] ""I don't think Caitlyn Jenner is a hero."" [no reaction from Gerald or Kyle. PC Principal gets ready to erupt] This kind of transphobic and [pounds the desk with his left fist] bigoted hate speech isn't gonna fly here, bro! Well I though we were all on board that Caitlyn Jenner is an amazing, [quickly stands up] beautiful woman who had the exquisite bravery of a butterfly flying against the wind. And then this shit comes out of people's mouths!"
19;1;Gerald;PC Principal, I, I'm sure Kyle was just referring to Bruce Jenner as a person, and not trying to say anything against-
19;1;PC Principal;You got a fuckin' problem bro?!
19;1;Gerald;No...
