19;7;;South Park, day. Two police officers are patrolling the town in their vehicle
19;7;Sgt. Yates;Attention all units in the vicinity of South Park Elementary! [the officers pay attention] We have a code red! [units begin showing up] Principal calling for help during school assembly! All officers needed at once!
19;7;Officer Barbrady;[in his patrol car eating a sub sandwich and drinking soda] The school? [puts down his food and starts the motor] Oh Jeez Louise! [turns his siren on and drives off. More units arrive at the school, even heavily-armed SWAT officers. They all arm themselves. Barbrady runs into one of the other cars]
19;7;Sgt. Yates;[to the assembled officers] We need to get to the gym! Half go this way, half go around the side! Barbrady, you go around back! [the officers disperse. Barbrady goes into the school and finds empty hallways. He stops for a moment and one can hear him pant. He barges into the Fourth Grade classroom and finds it deserted. He goes through the school lobby and finds no one.]
19;7;Officer 1;On 3 1... 2... [Instead of getting to 3, the officers enter the gym with their weapons drawn. More cops enter from the other end.]
19;7;PC Principal;There she is, officers, right there. I told you to stop chatting with your friend, didn't I, Leslie? You [Leslie looks at him, bewildered] see, officers, apparently Leslie thinks that talking to her friends is more important than learning about diversity in third-world countries. [pulls out a laser pen light and lights Leslie up with it.] That one. That's her right there. You remove her from my school.
19;7;Barbrady;[barges into the gym] Whoa! Nobody move! What's happening?
19;7;PC Principal;Get her out of here! [the light from his pointer falls upon Barbrady]
19;7;Barbrady;Oh, they've got me! [reflexively fires a shot, which hits a boy on the right shoulder]
19;7;Boy;AAAAAH!
19;7;PC Principal;Waaaah!
19;7;;South Park City Hall, later. The Mayor, her aides, and two other people
19;7;Mayor McDaniels;This town is outraged, Officer Barbrady! People are tired of the police not being held accountable for their actions!
19;7;Barbrady;Mayor, I didn't know if there was a gunman, or a bomb-
19;7;Mayor McDaniels;You shot an unarmed six year old Latino child!
19;7;Barbrady;I'm sorry.
19;7;Mayor McDaniels;You're fired.
19;7;Barbrady;No, Mayor, please. This is all I know. I used to be the only policeman in this town, remember? Bob, ah I used to chase away the sixth graders for you.
19;7;Mayor McDaniels;You're from another time, Barbrady. And the last thing that needs to go. Your gun and your badge. [Barbrady takes them and lays them on the table] And your sunglasses.
19;7;Barbrady;[emotional] No, please, not my sunglasses.
19;7;Johnson;You're done, Barbrady! The town doesn't want you here! [reluctantly, Brabrady takes off his sunglasses and lays them on the table.]
19;7;Barbrady;Where should I go?
