1;1;;At the bus stop.
1;1;The boys;School days, school days, teacher's golden ru...
1;1;Kyle Broflovski;Ah, damn it! My little brother's trying to follow me to school again.
1;1;Ike Broflovski;Eat banana.
1;1;Kyle;Ike, you can't come to school with me. [Ike chortles.]
1;1;Eric Cartman;Yeah, go home you little dildo!
1;1;Kyle;Dude, don't call my brother a dildo!
1;1;Stan Marsh;What's a dildo?
1;1;Kyle;Well, I don't know...[faces Cartman and points at him.] and I'll bet Cartman doesn't know either!
1;1;Cartman;I know what it means!
1;1;Kyle;Well, what?
1;1;Cartman;I'm not telling you.
1;1;Stan;What's a dildo, Kenny?
1;1;Kenny McCormick;(It's a plastic dick that goes in a vagina.) [The others laugh.]
1;1;Cartman;He-yeah, that's what Kyle's little brother is all right! [Kyle swings Ike by his feet, knocking Cartman down.] Ow! [Ike laughs.]
1;1;Stan;Dude, that kicks ass!
1;1;Kyle;Yeah, check this one out. Ready Ike? Kick the baby!
1;1;Ike;Don't kick the baby.
1;1;Kyle;Kick the baby.
1;1;;He kicks Ike like a football, who lands, knocking down four mailboxes. Cartman yawns.
1;1;Stan;Whoa, Cartman! Looks like you didn't get much sleep last night.
1;1;Cartman;That's 'cause I was having these bogus nightmares.
1;1;Kyle;Really? What about?
1;1;Cartman;Well, I dreamt that I was lying in my bed...
1;1;;The dream sequence begins.
1;1;Cartman;...in the dark, when all of a sudden this bright blue light filled the room.
1;1;;Through his window, one can see a spaceship land and its light stream in.
1;1;Cartman;Then slowly my bedroom door began to open... [A visitor peeks inside.]
1;1;Cartman;...and then the next thing I remember, I was being drug through a hallway.
1;1;Cartman;Weeaak!
1;1;Cartman;Then I was lying on a table...
1;1;;Cartman is laying face down, Visitors lower his pajamas.
1;1;Cartman;...and these scary aliens wanted to operate on me. And they had big heads and big black eyes.
1;1;;The dream sequence ends.
1;1;Stan;Dude! Visitors!
1;1;Kyle;Totally!
1;1;Cartman;What?
1;1;Stan;That wasn't a dream Cartman, those were visitors!
1;1;Cartman;No, it was just a dream, my mom said so.
1;1;Stan;Visitors are real.
1;1;Kyle;Yeah, they abduct people and they mutilate cows.
