1;8;;Cartman's House. The boys are watching television and laughing.
1;8;Stan;That was awesome!
1;8;Kyle;Yeah!
1;8;Liane;Would you boys like some Cheesy Poofs?
1;8;Cartman;Get out of the way mah! The Terrance and Phillip Thanksgiving Special is on.
1;8;Liane;Sure hon.
1;8;Cartman;And yeah, we want Cheesy Poofs!
1;8;;Terrance and Phillip have just landed.
1;8;Phillip;Hey Terrance! Looks like this might be a good place to start a new colony.
1;8;Terrance;It sure does Phillip. No one will oppress our religion here.
1;8;;Farts.
1;8;Phillip;AAAAAH!
1;8;;Laughter. The boys are now enjoying their Cheesy Poofs.
1;8;Phillip;Aaah! You stained my pilgrim hat butt-pipe!
1;8;Cartman;Did you guys see that? That was sweet.
1;8;TV announcer;Coming up next on the Terrance and Phillip Thanksgiving Special, Phillip farts on Terrance, and laughs.
1;8;Kyle;Oh, cool.
1;8;TV announcer;And now a word from our sponsor.
1;8;Sally Struthers;Here in the heart of Africa children are dying. Not from disease or war, but from hunger. I'm Sally Struthers. These children are in desperate need, and only you can help.
1;8;Stan;Hey, who's that fat chick?
1;8;Kyle;Sally Struthers, dude. She used to be on Full House.
1;8;Stan;Oh.
1;8;Sally Struthers;You see, here, in the middle of Africa, food is extremely scarce.
1;8;Stan;Doesn't look like she's having any trouble finding food.
1;8;Kyle;Yeah, she's fatter than Cartman.
1;8;Cartman;Yeah, HEY!
1;8;Sally Struthers;For just five dollars a month you can sponsor a child.
1;8;Cartman;That's stupid, who the hell would want to do that?
1;8;Sally Struthers;Sponsor now and we'll also send you this Teiko digital sports watch as a free gift.
1;8;Cartman;KICK ASS!!
1;8;Stan;SWEET!
1;8;Kenny;(Woohoo!)
1;8;Stan;I'll call. I know my mom's credit card number.
1;8;;Stan dials up the number.
1;8;Kyle;Did they say if it's waterproof?
1;8;Stan;Hello? Is this Sally Struthers?
1;8;;Listens for the answer.
1;8;Stan;Oh.
1;8;Kyle;What did she say?
1;8;Stan;Shut up butt-pirate, I'm trying to hear.
1;8;Kyle;Ass-rammer.
1;8;Stan;Yeah? Yeah. We want to adopt a starving Ethernopian.
1;8;Cartman;When do we get the sports watch?
1;8;Stan;Just a second fat-ass!
1;8;Cartman;You vas-deferens!
1;8;Stan;Hello? No, no, it's a ma- [To his friends, confused.] Vas-deferens?
1;8;Kenny;(Dude, it's a pipe for your peepee)
1;8;Stan;Oh.
1;8;Kyle;Ask her if we get the watch right away.
1;8;Stan;Do we get the sports watch right away?
1;8;;Pause.
1;8;Stan;She says we do.
1;8;All;Cool.
1;8;Cartman;I get to wear it first, you guys.
1;8;;Mr. Garrison's Classroom.
1;8;Kyle;I can't wait to get out of school and get our Teiko sports watch.
1;8;Cartman;Yeah, but I get to wear it first, I said.
1;8;Mr. Garrison;Children, children! To honor this special time of year we'll be doing a canned food drive. Does anybody know what a canned food drive is?
1;8;;Cartman raises his hand.
1;8;Mr. Garrison;Yes, Eric?
1;8;Cartman;When they cut up a chick's stomach to get a baby out?
1;8;Mr. Garrison;Noo, that's a Caesarian Section Eric, but that's okay, remember, there are no stupid questions, just stupid people.
1;8;;Eric listens.
1;8;Mr. Garrison;A canned food drive is when we collect canned food for poor people who can't afford to eat on Thanksgiving.
1;8;Stan;You mean, like Kenny?
1;8;Mr. Garrison;Exactly.
1;8;Cartman;Mr. Garrison? Why do poor people always smell like sour milk?
1;8;Mr. Garrison;[Impatiently.] I don't know Eric, they just do.
1;8;;Kyle sniffs at Kenny. Kenny withdraws.
1;8;Mr. Garrison;Now children, I want each of you to bring in one can of food. And later, the mayor of South Park will divide it up amongst Kenny's family and other poor people.
1;8;Cartman;I'm not bringin' in food for poor people, Screw them!
1;8;Wendy;Don't you want to help those who are less fortunate?!
1;8;Cartman;Hey you guys, do you hear something?! Ah- I think I hear the flower children calling!
1;8;Wendy;This is the one time of year you're supposed to care about people who can't eat!
1;8;Cartman;Isn't it enough that I pay taxes?! What about the poor houses that, that I pay for?!
1;8;Wendy;Many would rather die than go to those places!
1;8;Cartman;Well then, perhaps they should, and decrease the surplus population!
1;8;Mr. Garrison;Okay kids, that's enough Dickens for one day. Let's get on with our lesson, right Mr. Hat?
1;8;Mr. Hat;That's right, Mr. Garrison, Englebert Humperdink was the first person on the moon, who was the second?
1;8;;A pack of wild turkeys burst into the classroom.
1;8;Clyde;Aaaah!
1;8;;Mr. Garrison climbs atop his desk.
1;8;Mr. Garrison;What the hell is going on?!
1;8;;The turkeys are tearing up the classroom. One of them rips up a Thanksgiving poster and takes it with him.
1;8;Clyde;Aaaah!
1;8;;A turkey overturns Clyde's desk, dumping Clyde on the ground. Some others vandalize the blackboard. Just as suddenly as they entered, the turkeys exit, closing the door behind them. Silence ensues.
1;8;Mr. Garrison;Well, you don't see that everyday.
1;8;;City Hall.
1;8;Mayor McDaniels;Okay. Now, once we have all the canned foods collected we'll need some clever way to distribute them to the poor.
1;8;Aide 2;It should be something festive.
1;8;;Mephesto and Kevin burst into the office.
1;8;Mephesto;Mayor, we've got a very big problem.
1;8;Mayor McDaniels;Ahh, you're that insane genetic engineer from up on the hill, right?
1;8;Mephesto;Yes, and I may have made a horrible mistake. I was trying to genetically engineer turkeys for Thanksgiving.
1;8;Mayor McDaniels;[Warily.] Uh huh.
1;8;Mephesto;You know, to provide food for the needy.
1;8;Mayor McDaniels;[Sarcastically.] Of course.
1;8;;Aide 1 glances at her.
1;8;Mephesto;Well, something went wrong and the turkeys broke free. And the worst part is, they're REALLY pissed off.
1;8;;Mayor McDaniels twirls her chair around and twirls her finger 'round her ear.
1;8;Mayor McDaniels;Naturally.
1;8;;Her aides snicker, then she turns again.
1;8;Mayor McDaniels;Oh, do go on.
1;8;Mephesto;We have to stop them or, or they could destroy everything. Time is short.
1;8;;Mayor McDaniels turns around and pulls out a cuckoo clock, which chimes a couple of times. Her aides snicker. Aide 2 has his ears wiggling. She puts the clock away and the aide stops his ears.
1;8;;Mayor McDaniels faces Mephesto again.
1;8;Mayor McDaniels;You were saying?
1;8;Mephesto;They act just like normal turkeys, except they're evil.
1;8;Mayor McDaniels;[With feigned shock.] Oh, my!
1;8;;Turns around and pulls out a donkey, which heehaws a couple of times. Her aides chuckle.
1;8;;Mephesto having observed how the Mayor was reacting to him.
1;8;Mephesto;Somehow I don't think you're taking me seriously.
1;8;Mayor McDaniels;Uh now why would you say that?
1;8;;Cartman's house. The kids burst through the front door.
1;8;Everybody;Did it come? Did it come? Is it here yet?
1;8;Cartman;I get to use it first you guys! Mom, did our digital sports watch come yet?
