6;17;;Cartman's house, day. In his room, Cartman has Kyle's cousin, Kyle Schwartz, tally up his good and bad deeds to see where he will end up this year. Kyle Schwartz is seated at Cartman's desk with piles of paper to go through and an adding machine to keep it all current.
6;17;Kyle Schwartz;Ah-a-a-alright, I'm done.
6;17;Cartman;You're done?
6;17;Kyle Schwartz;Ye-yes, I-I've tallied up all the times you've been naughty and deducted the times you've been nice.
6;17;Cartman;Yeah, so how's it look?
6;17;Kyle Schwartz;It doesn't look good, Eric. It doesn't look good.
6;17;Cartman;But I'll still be getting presents this year, right?
6;17;Kyle Schwartz;A-a-aactually it looks like this year you're gonna owe Santa three hundred and six presents.
6;17;Cartman;What?!
6;17;Kyle Schwartz;Four thousand three hundred and twelve instances of being naughty against three deductions of being nice, is, is bad.
6;17;Cartman;Three?? You didn't deduct all my nice invoices! Look look! What about this one? [lifts up a sheet from the desk]
6;17;Kyle Schwartz;"Yes, wa-a-I didn't think ""hitting Clyde in the balls with slingshot"" really counted as nice."
6;17;Cartman;"It was nice for Tolkien; he laughed for like 20 minutes."
6;17;Kyle Schwartz;Ye you can't deduct things like that, Eric. Santa will know and then he'll come after you.
6;17;Cartman;[lunges at Kyle Schwartz and grabs him by the left arm] God-damnit I have to get that Haibo robot doll, you sonofabitch!
6;17;Kyle Schwartz;Hey hey, [Cartman lets go] I'm just your naughty-and-nice accountant! Don't blame me for the numbers!
6;17;Cartman;Haven't you seen the Haibo doll? It's like a pet, a robot pet. You have to feed it and pet it or else it dies, and it's the coolest thing ever! Santa has to bring me one!
6;17;Kyle Schwartz;But what, look, aren't there any other nice things you've done recently we can write off here?
6;17;Cartman;[thinks a minute] Uh... Oh! I brushed my teeth last night!
6;17;Kyle Schwartz;Eh... brushing your teeth isn't naughty or nice... Eric, it just, it falls more into the category of... brushing your teeth.
6;17;Cartman;Well there's still time before Christmas! Can't I still make up for it?
6;17;Kyle Schwartz;If you cured cancer... and AIDS next week, you would still owe two presents.
6;17;Cartman;Jesus Christ!
6;17;Kyle Schwartz;Ah I'm afraid you're gonna have to find a way to do... the nicest, greaatest thing anyone has ever done. Ever. [sets his glasses right]
6;17;;South Park city hall, outside, night. A decorated Christmas tree stands at one side of the entrance as the Mayor stands at the dais.
6;17;Mayor McDaniels;Good evening, everyone. In a moment we'll be lighting the South Park Christmas Tree to kick off the holidays!
6;17;Townsfolk;Hooray!! Christmas Tree! Christmas Tree! [Everyone in town is there, and some out of towners too. Seen in the crowd are Mr. and Mrs. Stotch, Mr. and Mrs. Marsh, Shelly, Mr. Mackey, Principal Victoria, Chef and his parents, Mr. and Mrs. Broflovski, Skeeter, Dr. Mephesto and Kevin, a Visitor, Fr. Maxi, Big-Gay Al, Mr. Adler, The Thompsons, a freak, Lolly, Mr. and Mrs. McCormick, and Kevin McCormick] Christmas Tree!
6;17;Cartman;"[walks up to Stan and Kyle, who are holding candy canes] Hi guys! [""Christmas Tree!"" Cartman is feeling quite cheerful. He hugs both Stan and Kyle] A very Merry Christmas to you. God bless us, everyone! [he lets go]"
6;17;Kyle;[naturally weary of Cartman's cheer] What are you doing, Cartman?
6;17;Cartman;I'm just letting you guys know how special you are to me.
6;17;Mayor McDaniels;But now, before we light the tree, I think we should all reflect for a moment on those who are less fortunate than us. [That gets the boys' attention] Right now in Iraq there are children who fear us and what we might do to their country. The threat of war touches us all, but over in Iraq, there is no Christmas. They have nothing.
6;17;Jimbo;[to Ned] Ah I hate when the Mayor uses Christmas for her own political agenda. [uses his hands to make a megaphone and yells] Light the damn tree!
6;17;Townsfolk;YEAH! Christmas Tree! Christmas Tree!
6;17;Cartman;Oh my God, that's it!
6;17;Kyle;What's it?
6;17;Cartman;Don't you see? This time of year we should be bringing Christmas to the less fortunates! Follow me! [leaves in high spirits, then returns] You guys, come on! Right now! [Stan and Kyle shrug, then follow Cartman.]
6;17;Mayor McDaniels;Ahalright, here to light the Christmas Tree is a very special young man who shows us all the true meaning of Christmas. Jimmy. [aide 2 sets up a small mic for Jimmy to sing into. The crowd cheers as Jimmy approaches the mic.]
6;17;Jimmy;Wow, what a terrific audience. Thank you for giving me this great honor, Mayor. B-before I l, l.. light the tree, I was wondering if I could sing... my favorite ...Christmas song, real quick.
6;17;Townsfolk;[sympathizing] Awww.
6;17;Mayor McDaniels;Well, we'd love a Christmas song, wouldn't we, folks?
6;17;Townsfolk;Christmas songs! Christmas songs! Christmas songs!
6;17;Jimmy;Alright, h-here it goes. On the first day of C-...c...c.. chrih.. stmas my tr... t-tru-true love g-geh... g-g-geh... gave... to... m..m-m-m...m-mm-m-m... me... a pa... a pa... pah...
6;17;Mr. Garrison;Oh no. [Mr. Slave, dressed in Santa bondage suit, stands next to him]
6;17;;Cartman's house, night. Cartman is rushing out of his house with all sorts of presents. Stan and Kyle just stand there looking at him run around.
6;17;Cartman;[breathlessly, comes out with the box and sets it down near the driveway] ...and here's some old toys that I don't need anymore. [rushes back inside] And here! Here's some Christmas cookies! [comes out with the box of cookies and sets it down] And some holly and mistletoe! [rushes in to get it, then comes out with the box, setting it next to the box of toys] Oh, this'll be the happiest Christmas the Middle East has ever seen! Guys, get those lights down from the door. We'll give them to the needy Iraqis, too.
6;17;Stan;Cartman, why are you doing this?
6;17;Cartman;They don't have Christmas there, guys. We have to give it to them.
6;17;Kyle;That's a retarded idea that won't work. Why are you really doing this?
6;17;A Voice;[the boys look up and to their right] Hoooowwwwdy ho! [Mr. Hankey skips into view, from a house rooftop, to a garage rooftop, to hovering in front of the boys. Magic dust accompanies him]
6;17;Kyle;Mr. Hankey! [an instrumental of Mr. Hankey's theme song plays]
6;17;Cartman;[annoyed, softly] Oh I hate this stupid Christmas poo. [in normal voice] Hello, Mr. Hankey! A Merry Christmas to you!
6;17;Mr. Hankey;Gee whiz, things sure look Christmasy out here. What are you boys doin'?
6;17;Kyle;Cartman is trying to bring Christmas to Iraq.
6;17;Cartman;The people of Iraq deserve a good Christmas just like everyone else.
6;17;Mr. Hankey;Well, gosh, Eric, looks like you really have the Christmas spirit! [Cartman bounces around joyously] I know someone who can help. Santa Claus!
6;17;Cartman;Really?
6;17;Stan, Kyle;Really?
6;17;Mr. Hankey;Sure. We should take this stuff to him right away!
6;17;Kyle;But how are we gonna get to the North Pole?
6;17;Mr. Hankey;Oh, that's no problem! We just need a little Christmas magic. [raises his little arms and stirs up some magic dust. He unleashes it on a manhole cover in the middle of the street, which begins to rumble. The sewer underneath the manhole cover bubbles up and blows the cover off, and the poo spread and swirls around. A small tornado moves from side to side, then clears away, revealing a small train made of poo.] All aboard the Poo Choo Express!
6;17;Cartman;Wow!
6;17;Stan;Wuh, that smells. [lifts the front of his jacket over his nose]
6;17;Kyle;Yeah. [does the same]
6;17;Mr. Hankey;Next stop, the North Pole!
6;17;Cartman;[grabs the box of holly and mistletoe and heads for the train] Get the rest of the stuff you guys!
6;17;Stan;Uh, I don't really wanna get on there. [Cartman stops]
6;17;Kyle;Me neither.
6;17;Cartman;You guys, we have to bring Christmas to those less fortunates! [moves on] Now come on!
6;17;Mr. Hankey;Let's go, Poo Choo Train! [pulls on the whistle cord]
6;17;Whistle;Poo Choo! [the trains lurches forward and leaves a train of poo behind. Soon it's running smoothly]
6;17;Mr. Hankey;Poo Choo Train's layin' down its tracks with a
6;17;Whistle;Poo Choo!
6;17;Mr. Hankey;All the way and back!
6;17;Cartman;Poo Poo Train is my favorite thing, spreading Christmas joy as we ride and sing!
6;17;Kyle;Dude, what the hell has gotten into Cartman??
6;17;Stan;I don't know.
6;17;Mr. Hankey;Christmastime wouldn't be the same without hugs and kisses and a Poo Choo Train. [from a view in space, the train is seen making its way to the North Pole]
6;17;;South Park. Jimmy is still singing.
6;17;Jimmy;...and a par-tridge in a... p...pear t...t...tree. On the third day of C...Chrihhh...Chriiii...
6;17;;The North Pole. The Poo Choo Train pulls into view, then stops.
6;17;Mr. Hankey;Here we are, kids. The North Pole. [Stan and Kyle run off the train and put some distance between it and themselves]
6;17;Stan;Awww! [both of them release their breath and start coughing]
6;17;Kyle;Finally!
6;17;Stan;God, it took forever!
6;17;Cartman;Wow, is that where Santa lives?
6;17;Mr. Hankey;That's it. Santa's Fortress of Solitude. [The fortress is shown in all its icy glory. The boys and Mr. Hankey head for the entrance. Two icy door slide apart and a gnome appears]
6;17;Gnome 1;Mr. Hankey!
6;17;Mr. Hankey;We need to see Santa right away on urgent Christmas business.
6;17;Gnome 1;Sure thing!
6;17;;The workshop. The group enters. Gnomes are busy everywhere, moving gifts around, decorating Christmas trees.
6;17;Kyle;Hey. Aren't you guys the underpants gnomes?
6;17;Gnome 1;Ten months out of the year. But this time of year we help Santa! [leads the group out of the workshop] Here he is! [the group comes across Santa at his desk reading a list of names]
6;17;Santa;[turns around] Ho ho hoo! Merry Christmas!
6;17;Stan, Kyle, Cartman;[impressed] Wow!
6;17;Mr. Hankey;Howdy ho, Santa!
6;17;Santa;[with open arms, approaches] Mr. Hankey, how are you?
6;17;Mr. Hankey;All ready for Christmas?
6;17;Santa;I was just starting to look over the new naughty and nice list the gnomes prepared for me.
6;17;Cartman;Oh, heh. Are the uh tabulations all closed up then?
6;17;Santa;Oh no, they keep it open until midnight of Christmas Eve. Some kids actually try to cram in a lot of niceness right at the end.
6;17;Cartman;[brushes it off] Oh, that's so lame of them. [Stan looks at him]
6;17;Mr. Hankey;Santa, my friends are trying to do something very special this Christmas. Tell him, Eric.
6;17;Cartman;[with hands behind his back] Well Santa, it's just that... I was thinking about the people in Iraq who are afraid that we might bomb them and I just thought, well, maybe it wouldn't hurt to send them a little bit of our Christmas spirit as well.
6;17;Santa;You know you're right. Santa hasn't been to that of the world in a looong time. Perhaps Santa could bring peace to this whole situation.
6;17;Cartman;That's what I thought.
6;17;Santa;Gnomes! [the gnomes gather around him] Load up the sleigh with toys! Santa's going to make a special run!
6;17;Mr. Hankey;All right!
6;17;Santa;And you boys can all watch me from our flight control room.
6;17;Cartman;Hooray!
6;17;;South Park. Jimmy is still singing.
6;17;Jimmy;...and a par-tridge in a... p...pear tree. On the ...fourth day of C...C...Ca...Chriiiistmas my t-true love g-ge-gave to me-mee...
6;17;;The North Pole Flight Control Room. The gnomes and boys enter the room, which is fully decorated in Christmas cheer.
6;17;Gnome 1;This is Santa's flight control center. From here, we can monitor Santa from satellite as he travels the globe delivering presents.
6;17;Kyle;Wow, cool!
6;17;Mr. Hankey;Hey, it looks like Santa has already made it to Baghdad. [four camera angles show Santa arriving in Baghdad: two side angles, one overhead, one front]
6;17;;Baghdad, Iraq. Santa sails over the city.
6;17;Santa;Ho ho hoo! Merry Christmas, everyone! [the Iraqi adults stop and look up. Two presents drop down before a house, the door opens, and two kids look at the gifts with saucer eyes. They come out and pick up the gifts, grinning brightly. They glance up at Santa, then look back at their gifts] Ho ho hoo! A Merry Christmas to all!
6;17;Iraqi man 1;[black beard] Paka klakalaka.
6;17;Iraqi man 2;[white beard] Anah kakadakadaka.
6;17;Santa;Merry Christmas! [An Iraqi man shows up with a shoulder-mounted bazooka, aims at Santa, and fires the rocket. The sleigh is hit and Santa loses control of it.] I'm hit! I'm hit! [switch to North Pole]
6;17;Gnome 1;Sleigh is hit! I repeat! Sleigh is hit! [switch to Baghdad]
6;17;Gnome 2;Ultimate failure at o-sixhundred feet! [the sleigh swings around violently, tossing Santa off. Santa holds on to one of the skids]
6;17;Santa;Hold on! [climbs up to the sleigh cab] Sleigh is going down! [switch to North Pole]
6;17;Gnome 1;Sleigh is going down! I repeat! Sleigh is going down!
6;17;Stan;Hang on, Santa! [switch to Baghdad]
6;17;Gnome 3;[heard on the sleigh's radio] Sleigh 1 is going down! We are going down! [more chatter is heard as the sleigh heads for a crash landing. The sleigh strikes the edge of a building's rooftop and knocks away some of the façade]
6;17;Gnome 4;[on the sleigh's radio] Don't look down! Don't look down! Repeat! Don't look down! [the sleigh crashes and everyone who's on the ground looks for a place to hide. Presents are spilled all over. The area is soon empty save for Santa and the sleigh. Color vanishes. Switch to North Pole]
6;17;Gnome 1;[on the sleigh's radio] We got a red sleigh down. We got a red sleigh down. [Arabic music is heard as the boys look at the devastation] Red Sleigh 1, this is North Pole. [no response. The boys are in shock] Red Sleigh 1, this is North Pole. [no response] Mr. Kringle? [after a moment, turns around]
6;17;Gnome 5;Jesus Christ, they killed him!
6;17;Cartman;No! Santa Claus can't be dead. He... He can't.
6;17;Stan;Why would Iraqis do that? Why?
6;17;Mr. Hankey;It certainly doesn't seem very Christmasy of them.
6;17;Santa;[over the radio] North Pole. This is Santa.
6;17;Mr. Hankey;Santa! Are you alright?
6;17;Gnome 2;What is your status?
6;17;Santa;[on screen] Sleigh is down. Reindeer... all dead. Both Santa's legs are broken. Santa's... very sad. Santa will have to... oh no. They're coming for me! [the other gnomes begin to stream into the control room] Stay back, you bastards! Stay back! [the communications link is lost]
6;17;Stan;Oh no.
6;17;Cartman;Well what are you gnomes sitting there for?! You have to go rescue him!
6;17;Gnome 5;What the hell are we supposed to do?! We're like nine inches tall!
6;17;Cartman;[blubbering] Now I'm never gonna get my Haibo robot doll!
6;17;Kyle;Is that what this is all about?! [Stan shoots a quizzical stare] You came up with this whole idea so you could get a stupid toy?! [Stan is angry now]
6;17;Cartman;It's not stupid! It's a toy that you can starve! If you don't feed it, it dies. It's sooo cool.
6;17;Stan;Well good going, asshole! Thanks to you, there's not gonna be any Christmas, and there's no one left to help us!
6;17;Cartman;Oh, Christ.
6;17;Stan, Kyle, Cartman;[gasp] Jesus!
6;17;Mr. Hankey;Hey, that's right. Jesus can save anybody.
6;17;Gnome 2;Follow me. You can take Santa's backup sleigh. [walks off. Mr. Hankey, the other gnomes, and the boys follow him]
6;17;;South Park City Hall. Jimmy is still singing Twelve Days of Christmas.
6;17;Jimmy;On the fifth... day... day of... Christmas, [the townsfolk have begun to fall asleep] ...my t-true love gave to... uh... me. Five g-g-g... golden ruh-ring... rings. [one of the mayor's aides falls asleep on her shoulder] Fuhgom... don... t-t... don... four cal...ling buh-irr...
6;17;;The North Pole, Fortress of Solitude.
6;17;Gnome 2;We fed Jesus Christ's data into the autopilot. This sleigh should be able to take you right to him.
6;17;Stan;I hope so, or else Santa Claus is as good as dead.
6;17;Gnome 2;Here it is. Red Sleigh 2. [shown with its own team of reindeer]
6;17;Cartman;Come on, gang, it's up to us to save Christmas!
6;17;Mr. Hankey;Tell Santa's workers to keep making toys. We'll have Santa back in no time!
6;17;Kyle;Uhhh, how d- how do we start this thing?
6;17;Gnome 2;You just have to call out the reindeer's names.
6;17;Cartman;Oh yeah! On Dasher, on Prancer, on Comet-
6;17;Gnome 2;No, no, they're all dead. You have to call out the new ones. [each reindeer is highlighted as its name is called] On Steven, on Fluffy, on Horace, on Chantel. On Skippy, on Rainbow, on Patches, on Montel. [the reindeer move forward and the sleigh soon rises into the sky] Good luck finding Jesus! [waves goodbye after them]
6;17;;The night sky. The boys sail along the winds.
6;17;Cartman;Wow, look, you guys! We're riding in Santa's sleigh!
6;17;Mr. Hankey;We should be able to find Jesus in no time!
6;17;Cartman;I'm riding in Santa's sleigh. So high above the trees at Christmastime. With candy-cane wishes and smiles-
6;17;Kyle;What are you doing?
6;17;Cartman;[looks at Kyle, then lowers his eyelids a bit] I'm having a precious Christmastime moment, Kyle, if you don't mind.
