2;2;;South Park.
2;2;Announcer 2;Previously, on South Park: an air of sobriety fills the laboratory as the men of South Park gather to find out which one of them fathered this boy.
2;2;;A shot of Cartman chowing down on cookies and milk.
2;2;Announcer 1;Who is Eric Cartman's father? At the end of this episode, you will know the answer.
2;2;;Opening warning and theme song. Much has been added. Then the episode resumes at the laboratory.
2;2;Mephesto;And now, to continue, the father is indeed someone in this room.
2;2;Cartman;Man, this feels like the longest minute of my life.
2;2;;Kenny is restored to the story line. Kyle notices.
2;2;Stan;Oooh- hey, Kenny.
2;2;Mephesto;Gentlemen, the father is...
2;2;;The lights go out.
2;2;Mr. Garrison;Hey, what the hell's going on?
2;2;Jimbo;It's a power outage!
2;2;;Two gunshots, then a body is heard falling. The lights go back on and the men settle down.
2;2;Chef;Is everybody okay? That sounded like a gunshot!
2;2;Officer Barbrady;Oh my God, look!
2;2;;Mephesto lies shot on the floor, his ass-headed cane next to him.
2;2;Kenny;(Oh my God, they killed Mephesto!)
2;2;Kyle;You bastards!
2;2;Mr. Garrison;Mephesto's been shot.
2;2;;Everyone gathers around Mephesto.
2;2;Chef;Is he ...dead?
2;2;;Jimbo and Ned stand near a newly broken window.
2;2;Jimbo;Hey! This window is shot out, too! That means the killer was not someone in this room!
2;2;Mr. Garrison;Then who was it?
2;2;Announcer 1;Who shot Mephesto? Was it the school counselor? Or was it Ms. Crabtree? Or was it--
2;2;Cartman;Ey! Wait a minute! I didn't find out who my father was!
2;2;Announcer 1;Or was it Sheila Broflovski?
2;2;Chef;[Listening to Mephesto's chest.] Waait! [Getting up.] He's still breathin'! He's not dead.
2;2;Cartman;[Grabbing Mephesto's shirt.] Goddammit! Who's my father?
2;2;Chef;[About to lift Mephesto.] We've got to get him to the hospital.
2;2;Cartman;You've got to be kidding me!
2;2;Chef;Come on, children!
2;2;;Chef carries Mephesto out the door. Cartman follows.
2;2;Cartman;Eeeehh..!
2;2;Gerald Broflovski;Oh, that poor kid. It must be hell for him going through all this.
2;2;;Ms. Cartman sighs deeply and moves away.
2;2;Jimbo;There's a murderer free in South Park. We have to find out who it is before they kill again.
2;2;Mr. Garrison;Yeah. God only knows who they'll kill next.
2;2;Announcer 1;Who will they kill next? Will it be Jimbo? Barbrady? The Denver Broncos?
2;2;;Chef is driving up a hill with the kids and Mephesto.
2;2;Cartman;Is he awake yet?
2;2;Kyle;[Checking.] He's bleeding pretty bad back here.
2;2;Chef;Don't let him bleed on my Meredith Baxter-Birney memorial towel.
2;2;Kyle;What's a Meredith Baxter-Birney memorial towel?
2;2;Chef;I actually was with Meredith Baxter-Birney in this very car. And afterwards we used that towel to... [Mad at himself.] Wait a minute. Why am I telling you this?
2;2;Stan;Could you pull over so I can get out?
2;2;Chef;What? We have to get to the hospital.
2;2;Stan;"I have to get out first. I'm not gonna make it; I can't stand hospitals."
2;2;Chef;Sorry, Stan. We just gotta drop Mephesto off and then we can get outta there, alright?
2;2;Kyle;Man, it's really starting to snow.
2;2;;The scene outside is filled with snow falling as Chef drives by.
2;2;Kyle;I hope they don't close the roads.
2;2;Cartman;They can't. Mephesto can't die.
2;2;Kyle;Maybe it's better you don't know who your father is, Cartman.
2;2;Cartman;"No way, dude! I can't stand to leave things unfinished. It's like when you hear the first part of that song, ""Come Sail Away"", by Styx. If I hear the first part of that song, I have to finish it."
2;2;Kyle;Really?
2;2;Cartman;Yeah, du-I can't do anything until it's done.
2;2;;Kyle looks at Stan, who looks back. Kyle begins.
2;2;Kyle;I'm sailing away...
2;2;Cartman;No! Don't!
2;2;Kyle;Set an open course for the virgin sea...
2;2;;Cartman tries to resist, but the pull is just too strong.
2;2;Cartman;Eh--
2;2;;Two short gasps follow, then Cartman races through...
2;2;Cartman;"For I've got to be free,
Free to face the life that's ahead of me,
On board I'm the captain, so climb aboard,
We'll search for tomorrow, on every shore,
And I'll try, oh lord, I'll try to carry on,
Maymaynemay Maymaynemay Maymaynemay Maymaynemay,
A gathering of angels appeared above my head,
They sang to us this song of hope,
And this is what they said,
Come sail away, come sail away, come sail away with me... lads,
Come sail away, come sail away, come sail away with me"
2;2;;The car passes a sign for Hell's Pass Hospital.
2;2;Cartman;"I thought that they were angels, but to my surprise
We climbed about their starship and headed for the skies
Come sail away, come sail away, come sail away with me... lads
Come sail away, come sail away, come sail away with me... lads"
2;2;;Cartman is out of breath, breathing heavily, Chef keeps driving.
2;2;Kyle;Whoa, dude!
2;2;;City Hall, first night. Sheila, Officer Barbrady, Sharon, and Jimbo are assembled before the Mayor.
2;2;Jimbo;What are we gonna do, Mayor? This killer is on the loose!
2;2;Sheila;We can't even leave our homes for fear of our children's safety.
2;2;Sharon;Uh... Where are our children?
2;2;;They look around.
2;2;Mayor McDaniels;Officer Barbrady, let's pretend for one second that we had a competent law enforcer in this town: what would he do?
2;2;Officer Barbrady;Hmmm... That's a good question, Mayor. Let me get right on that with thinking.
2;2;;A man and his boom mic operator rush in.
2;2;Man;Mayor! Mayor!
2;2;Mayor McDaniels;[Aside to an aide.] The press is here.
2;2;Sid Greenfield;My name is Sid Greenfield. I'm the director from Los Angeles for America's Most Wanted.
2;2;Mayor McDaniels;[Amazed.] Youuu certainly made it up here quickly.
2;2;Greenfield;We're desperate for stories.
2;2;;The boom mic operator thumps him.
2;2;Greenfield;A-and this one is so compelling.
2;2;Mayor McDaniels;[Aroused.] Really??
