3;5;;South Park Elementary. The school bell rings. Most of the third-grade boys are in a shop room.
3;5;Mr. Adler;This is shop class. My name is Mr. Adler. For the next week, rather than your normal schoolwork, you'll be learning how to make things. Now, does anybody know WHY you're in shop class? [Stan raises his hand] Yes?
3;5;Stan;Because we had to choose between this and home ec, and we didn't wanna be sissies?
3;5;Mr. Adler;Wrong! You are here because you are America's future! [stirring music plays] You may someday be doctors, or lawyers, or scientists. Most of you, however, will be pumping gas, or cutting sheet metal, and that's why we have... [points to the words] shop class.
3;5;Cartman;Ooooohh.
3;5;Mr. Adler;Now, let me make one thing crystal clear: I don't like kids that screw around! You screw around in shop class, you can lose a hand or an eye. I have a- [picks up a picture of a woman and begins to get lost looking at it] I have... uh, I have a...
3;5;Kyle;Mr. Adler?
3;5;Mr. Adler;[sets the picture down] Huh? Oh, uh, I was just saying that I want to know who is the biggest troublemaker in your class?
3;5;Stan;[quickly points] Tweek is!
3;5;Tweek;Arrh! No, I'm not!
3;5;Kyle;Yeah, you are! You always get in trouble.
3;5;Tweek;Arrrrh!
3;5;Cartman;Oh, hello, excuse me, but Craig is the biggest troublemaker in our class.
3;5;Mr. Adler;That true, Craig? You a troublemaker?
3;5;Craig;No.
3;5;Mr. Adler;Well, you'd better not be, because in shop class we- [Craig flips him off] Hey! Did you just flip me off?!
3;5;Craig;No.
3;5;Mr. Adler;Yes, you did!
3;5;Cartman;Told ya!
3;5;Kyle;[hushed, to Stan] Dude, shop class sucks. Maybe we should have taken home ec.
3;5;Stan;Now way, dude. Home ec is for girls.
3;5;;The Home Economics room. All the girls are here.
3;5;Voice;[female] Welcome to home ec. [the camera scans across the class] For the next week, you will be learning how to bake, sew, clean, and make things that are lacy and pretty. [Kenny appears]
3;5;Kenny;(Woohooo!) [Wendy raises her hand]
3;5;Wendy;I requested to be in shop class, but they sent me here.
3;5;Woman;That's right, Wendy. You see, some of you girls will go on to have interesting jobs and careers. [now cautioning] But all of you pretty ones... won't have to worry about that, because you can marry a nice man. And that's why we have... home ec.
3;5;Kenny;(Woohooo!) [the girls on either side of him look at him]
3;5;;The Shop room. Stan, Kyle, and Cartman sit before a power miter box. Cartman is feeding it wood.
3;5;Cartman;I wonder why Kenny didn't wanna take shop class? [cuts out two slabs]
3;5;Stan;I don't know. He's such a wuss.
3;5;Mr. Adler;[passing by] Hey! Don't screw around! You screw around too much!
3;5;Cartman;You know, you guys are totally wrong about Tweek. Craig is way worse than he is. [Craig leafs through some wood scraps, and Tweek approaches a belt sander on the floor]
3;5;Stan;No he's not dude. Craig is a wuss.
3;5;Cartman;Dude, if Craig and Tweek got in a fight, Craig would kick Tweek's ass.
3;5;Kyle;Do you wanna bet?
3;5;Cartman;Yeah, I'll bet.
3;5;Stan;How much?
3;5;Cartman;Five bucks.
3;5;Stan;You're on!
3;5;Tweek;[revs up a belt sander.] Arrh! [jumps. Stan and Kyle walk to him]
3;5;Stan;Hey Tweek.
3;5;Tweek;[jumps] Gaarhrhrh!
3;5;Stan;Dude. Craig chooses you. He wants to fight.
3;5;Tweek;[drops the sander] He does?
3;5;Stan;Yeah. He's all pissed off at you. So, will you fight?
3;5;Tweek;Why?
3;5;Kyle;Dude, because! You have to stand up for yourself! So will you fight him? [Craig is still leafing through the scraps]
3;5;Tweek;[jumps] Rrrrh! He doesn't look like he wants to fight me.
3;5;Cartman;Craig, could I talk to you real quick? [Craig flips him off, and Cartman puts his palms up to calm him] Er, just a second, please, Craig. Craig, I'm not normally one to get involved in this kind of thing but, well, I was just standing over by Tweek, and, he called you a big poop-eater.
3;5;Craig;He did?
3;5;Cartman;Yeah. He said you eat poop, and that it makes your breath smell like poop, and that, eh, well, you like it.
3;5;Craig;Why would he say that?
3;5;Cartman;I don't know, Craig, I don't know. But now he's over there telling everybody that you're a poop-eater and he chooses you.
3;5;Craig;[now pissed] Well, I've gotta go over there and-
3;5;Cartman;"[blocks his way] No, no! Craig, you can't fight him here; Mr. Adler would just break it up. Tell you what: I'll go tell him you accept his challenge, and set it up for after school today."
3;5;Craig;Okay. [flips Tweek off]
3;5;Kyle;There. Did you see? He just flipped you off.
3;5;Tweek;[twitches to one side] Rrrr! What a jerk!
3;5;Stan;He's really got it out for you, dude.
3;5;Tweek;Why?! What did I do?!
3;5;Kyle;So, do you agree to fight him after school?
3;5;Tweek;I guess so.
3;5;Stan;Super. See you there. [they walk away, pleased]
3;5;;Mr. Adler takes out the picture of his fiancée again and looks at it. He begins to daydream. Memories of his fiancée come to him, and her voice echoes every time reminisces.
3;5;Fiancée;[runs from him] Catch me, Richard. [she laughs even after he catches her and she's on the grass] I'm so in love with you, Richard. [next scene: she's in the kitchen holding a tray] I made you some cookies, Richard. [sniffs them real good. Next, she's by the fireplace with a little stocking] Merry Christmas, Richard. [laughing on the yard outside] Oh, Richard. Say you'll hold me forever. [in flight, trying to regain control] Aaaaaaa! [in a swimming pool, under water] Richard!
3;5;;The school bell rings, and Mr. Adler snaps out of the daydream.
3;5;Mr. Adler;Aaaarr! Uh. [opens a drawer to get some nicotine gum, and chews some] Oh why? Why? [closes his eyes and continues chewing]
3;5;Stan;Mr. Adler! Mr. Ad-ler!
3;5;Mr. Adler;[opens his eyes] Huh? Stop screwing around!
3;5;Stan;The bell rang. Can we go?
3;5;Mr. Adler;Well, uh, well, sure. Uh, class dismissed.
3;5;Stan;Come on, you guys. [Kyle and Cartman follow him out.]
3;5;;The school yard.
3;5;Stan;This is gonna be so sweet, dude.
3;5;Cartman;You guys are so wrong about Tweek. He's gonna get his ass kicked.
3;5;Kyle;We'll see!
3;5;Cartman;Why don't we just raise our bet to ten dollars?!
3;5;Stan;You're on, fatass! [Kenny shows up]
3;5;Cartman;Well, well, well, look who's here! Our little home economics friend, Kenny!
3;5;Kenny;(Hey guys, what's going on with you?)
3;5;Stan;How come you wanna take home ec., Kenny?
3;5;Kyle;Yeah. That's not cool, dude. [the girls walk by]
3;5;Bebe;Bye, Kenny. See you tomorrow.
3;5;Annie;Bye, Kenny.
3;5;Kenny;(Bye, ladies.) [the other boys arrive as the girls leave]
3;5;Clyde;Hey, what's going on?
3;5;Kyle;Tweek and Craig are gonna fight.
3;5;Clyde;Really? Cool. [the boys stand around waiting] It's funny, 'cause Tweek and Craig both went home about fifteen minutes ago.
3;5;Kyle;What?
3;5;Tolkien;Yeah, they left.
3;5;Stan;Aw, hell!
3;5;Cartman;Those sons of bitches!
3;5;Clyde;I guess they don't wanna fight.
3;5;Kyle;Aw, they wanna fight! They just don't know it yet! [walks off with Stan, Cartman, and Kenny]
3;5;;Stan and Kyle arrive at Tweek's house. Stan rings the bell.
3;5;Stan;Tweek?
3;5;Kyle;[looks up to the second floor] Tweek?
3;5;Tweek;[opens the center window] Arrh! What do you guys want?
3;5;Stan;How come you didn't show up for the fight, Tweek?!
3;5;Tweek;Craig and I have no reason to fight each other.
3;5;Kyle;Well, Craig showed up.
3;5;Tweek;He did?
3;5;Stan;"Yeah. He was standing there waiting for you, and he was all like, ""Man, Tweek's a wuss,"" and we were all like, ""No he's not, Craig,"" and he was all like, ""Yeah he is, he isn't showing up. He's a big wuss, and he has crooked teeth!"""
3;5;Tweek;I don't have crooked teeth!
3;5;Kyle;"And then Craig was all like, ""Tweek is scared o'me. He's a big chicken."" And he started doing an impersonation of you being a chicken; [Stan watches as Kyle demonstrates] well, everybody in the world saw it!"
3;5;Tweek;Everyone in the world?! Rrrr! [falls down behind the window]
3;5;Stan;Yeah, it was weak.
3;5;Tweek;I'm not a chicken!
3;5;Kyle;Well, everyone in the world thinks you are. See ya. [turns to walk away]
3;5;Tweek;[pops up] Wait! I'll fight!
3;5;Stan;Tomorrow?
3;5;Tweek;Okay.
3;5;;Cartman and Kenny arrive at Craig's house. Cartman knocks and Craig answers.
3;5;Cartman;Craig, what the hell are you doing home?! You're supposed to be out fighting Tweek!
3;5;Craig;Red Racer's on.
3;5;Cartman;Craig, you can watch Red Racer any day of the week!
3;5;Craig;I do watch Red Racer every day of the week!
3;5;Cartman;[aloof] Well, that's fine. I guess you don't care about what Tweek said about your mom.
3;5;Craig;Nope. [shuts the door]
3;5;Cartman;[hushed] Egh. God damn it! [knocks again, and Craig answers] Well, I guess you don't care about what Tweek said about your guinea pig.
3;5;Craig;What?! What did he say about Stripe?!
3;5;Cartman;Oh, nothing, except that you stick it up your ass before you go to bed.
3;5;Craig;That son of a bitch, I'll kill him!
3;5;Cartman;Yeah, I'd be pissed too, so maybe we should reschedule the fight for tomorrow?
3;5;Craig;After Red Racer.
3;5;Cartman;[being gracious] After Red Racer, of course.
3;5;;The Tweek house, that night, dinner. The Tweaks are at table.
3;5;Richard Tweak;How was school today, son?
3;5;Tweek;Errh!
3;5;Richard Tweak;That's great.
3;5;Tweek;Dahad, if some kid in school wants to fight me, what should I do??
3;5;Richard Tweak;Son, let me tell you a little story about when your mother and I first met. [gets up and stands next to her. Peaceful music plays] You see, a long time ago, there were a lot of guys who were after your mother. She used to be very attractive.
3;5;Mrs. Tweak;It's true. I was. [Tweek bobs as he listens]
3;5;Richard Tweak;Well, when I started courting your mother, there was this big muscular football player named Quib, who didn't take too kindly to me. He wanted your mother all to himself. And so, one day, he challenged me to a fight. [sits down, and both parent resume eating. Tweek waits for the rest of the story.]
3;5;Tweek;[after a long lull] Well?
3;5;Mrs. Tweak;Well what, honey?
3;5;Tweek;Nrr. What happened?
3;5;Richard;Oh'd. I, I don't know. He moved away or something.
3;5;Mrs. Tweak;Yes, I think that's right.
3;5;Tweek;Rrrrr! You guys never help me! [the parents look at each other, and Tweek starts banging his head against the table] Your stories never go anywhere! I hate it! I want out! I want out! [the parents resume eating]
3;5;;Craig's house, dinner time. Craig has a little sister.
3;5;Craig;Dad, I'm supposed to get in a fight tomorrow.
3;5;Thomas Tucker;With who?
3;5;Craig;Some kid.
3;5;Thomas;Oh.
3;5;Laura Tucker;"Don't just ""Oh"" him, Thomas!"
3;5;Craig;"Yeah, don't just ""Oh"" me!"
3;5;Thomas;"I'll ""Oh"" whoever I want! [Mrs. Tucker flips Thomas off, he flips back, the daughter flips them both off, and Craig flips his dad off with the right hand, his sister off with the left, and his mom with the right, up close.]"
3;5;;Mr. Adler's home. He and a woman have just returned from a date.
3;5;Mr. Adler;Well, that was fun, Pearl. See you later.
3;5;Pearl;Richard, aren't you going to invite me in?
3;5;Mr. Adler;Why?
3;5;Pearl;Well, I thought maybe you would at least at-tempt to make love to me tonight.
3;5;Mr. Adler;Oh, well, uuh, I can't. I left the oven on.
3;5;Pearl;Oh, Richard, why can't you open your heart to me? Why?
3;5;Mr. Adler;I just... I can't. Oh, I know. I have genital warts. [he begins closing the door]
3;5;Pearl;We'll use plastic wrap.
3;5;Mr. Adler;Nope. Sorry. Maybe some other time. [shuts the door on her face. He holds the door in place, then makes his way to a picture of his deceased love, picks it up, and remembers...]
3;5;Fiancée;[on a swing] Swing me Richard, swing me higher. I wanna touch the sky, Richard. [now in a gazebo] Richard, I'm here! [waves him over] Smile. [now opens a little box and sees a ring] Oh, Richard, it's beautiful. Yes. Yes. [Now at a phone by a desk] But you have to come see me fly tomorrow, Richard. I have a surprise for you. [next day, next to a plane] Don't worry, Richard. I'll pilot! It's what I do! [in flight, trying to regain control] Aaaaaaa! [in a swimming pool, under water] Richard! [now rising from an open coffin] Richard.
3;5;Mr. Adler;[returns] Haaarrr! [opens a small drawer in the side table, gets some nicotine gum, and starts chewing, then mumbles] Aw, God, what am I gonna do? [resumes chewing]
3;5;;"South Park Elementary, the cafeteria, next day, recess. From left to right on a table are seated Stan, Tweek, Kyle, Cartman, Craig, and Kenny. Much of the class is assembled before them. A large sign saying ""Tweek VS. Craig"" hangs above them from the ceiling."
3;5;Stan;Okay, so, just to set the record straight here, the fight will be happening out by the tetherball pole at 3:30. Tweek just weighed in at 48 pounds, Craig at 45.
3;5;Clyde;Uh, how long do you expect the fight to last?
3;5;Craig;I uh...
3;5;Cartman;[covers Craig's mouth] However long Craig wants it to last. [the kids laugh] T'heh, ub. Look, make no mistake. Craig has been ready for this fight since day one. He doesn't even view it as a challenge.
3;5;Kyle;He'll view it as a challenge when he's getting his ass kicked!
3;5;Cartman;Hup. Did you hear that? It sound like some diarrhea coming out of someone's mouth or something.
3;5;Kyle;Shut up, fatass!!
3;5;Cartman;Don't call me fat, you son of a bitch! [jumps on him, and they start fighting. Kenny and Stan soon join in, leaving Tweek and Craig looking at them]
3;5;Clyde;Wow. Tweek and Craig really hate each other, huh? This should be a good fight.
3;5;;Home Economics, after recess.
3;5;Pearl;[stands by a chart equating shoes with money] On your first date, look at the man's shoes. Sometimes you can tell how much money a man has just by his shoes. [Kenny and the girls take notes. Pearl then stands by the chalkboard listing the number of credit cards from 1 to 4] When he takes you out to dinner, try to sneak a peek at his wallet while he pays for you. If he only has one credit card, BEWARE. [crosses 1 out] It means he doesn't spend a lot, and worse yet, it could be a debit card. If he has more than four credit cards, that's a little fishy. [crosses 4 out] The perfect number of credit cards for a man to have is... two. [circles it. Bebe raises her hand]
3;5;Bebe;What if we meet a guy who wants to be a doctor or a lawyer, but is still getting his degree?
3;5;Pearl;Dump that zero and get yourself a hero! He could be earning that degree all his life while you starve to death with two dying babies sucking at your teats. [the girls and Kenny just look at her]
3;5;;Shop class. The boys are busy on various projects. Cartman stands on a stool operating a drill press as Stan and Kyle stand on the floor.
3;5;Cartman;When I have your guys' ten bucks, I'm gonna use it to buy the sweetest big-screen TV in the whole world.
3;5;Kyle;That's more than ten bucks, you stupid fatass!
3;5;Cartman;Well, if I get ten buck from each of you, that's like $2000.
3;5;Mr. Adler;Hey, quit screwing around back there! You're horsing! [He now hears a voice calling to him, from the drawers in his desk...]
3;5;Fiancée;Ri-chard! [he whistles] Ri-chard! [he remembers mumbling something in return, and pulls out her picture. He dreams: she is back on the swing] Swing me Richard, swing me higher![now in a gazebo] Richard, I'm here! [waves him over. Cut to her opening a little box] Oh, Richard, it's beautiful. Yes. Yes. [Now at a phone by a desk] But you have to come see me fly tomorrow, Richard. I have a surprise for you. [next day, next to a plane] Don't worry, Richard. I'll pilot! [in the cockpit, she calls out] It's all for you! [an alarm sounds, and the gas tank explodes behind her] Aaaaaaa! [she tries to land the plane right, but it falls into a swimming pool. She's thrown clear, into the water] Richard!
3;5;Clyde;Mr. Adler. Mr. Adler!
3;5;Mr. Adler;[returns] Huh? Uh, what?
3;5;Clyde;Tommy stuck his face in the belt sander [Tommy comes and stands beside Clyde. There are no features on his face.]
